"County Economic Status in the United States, Fiscal Year 2024",,,,,,,,,,,,,,
Appalachian Regional Commission,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,Absolute Data Values,,,Indicator Index Values,,,,,,
46127,South Dakota,Union,,Attainment,3.7,"124,400",7.6,65.7,247.7,40.4,60.0,55.3,26,1
46129,South Dakota,Walworth,,Transitional,5.3,"43,281",14.7,93.2,86.2,116.1,116.4,108.5,"1,380",2
46135,South Dakota,Yankton,,Competitive,3.1,"47,286",8.8,55.4,94.1,106.2,69.9,77.2,333,1
46137,South Dakota,Ziebach,,Distressed,4.5,"20,201",44.5,79.3,40.2,248.7,352.1,226.7,"3,080",4
47001,Tennessee,Anderson,ARC,Transitional,4.7,"36,158",15.4,82.4,72.0,138.9,122.2,114.5,"1,585",3
47003,Tennessee,Bedford,,Transitional,5.3,"33,276",13.6,92.5,66.2,151.0,107.4,117.0,"1,664",3
47005,Tennessee,Benton,,At-Risk,5.7,"23,137",18.1,100.3,46.1,217.1,143.1,153.5,"2,691",4
47007,Tennessee,Bledsoe,ARC,Distressed,6.3,"21,068",21.1,111.7,41.9,238.4,167.3,172.5,"2,919",4
47009,Tennessee,Blount,ARC,Transitional,4.3,"39,104",9.5,75.9,77.8,128.5,75.1,93.2,821,2
47011,Tennessee,Bradley,ARC,Transitional,4.7,"32,660",14.2,82.6,65.0,153.8,112.5,116.3,"1,638",3
47013,Tennessee,Campbell,ARC,At-Risk,5.6,"25,675",19.0,98.9,51.1,195.6,150.4,148.3,"2,584",4
47015,Tennessee,Cannon,ARC,Transitional,4.3,"30,272",17.2,75.6,60.3,165.9,136.1,125.9,"1,984",3
47017,Tennessee,Carroll,,At-Risk,5.6,"23,620",17.4,98.2,47.0,212.7,137.5,149.5,"2,612",4
47019,Tennessee,Carter,ARC,At-Risk,5.0,"25,343",19.0,88.1,50.5,198.2,150.3,145.5,"2,543",4
47021,Tennessee,Cheatham,,Competitive,3.8,"41,456",10.2,66.6,82.5,121.2,80.8,89.5,691,1
47023,Tennessee,Chester,,Transitional,4.1,"28,050",17.6,71.6,55.8,179.1,139.5,130.0,"2,111",3
47025,Tennessee,Claiborne,ARC,At-Risk,5.2,"26,474",19.0,92.0,52.7,189.7,150.2,144.0,"2,505",4
47027,Tennessee,Clay,ARC,Distressed,6.3,"23,101",24.0,111.1,46.0,217.4,190.3,173.0,"2,922",4
47029,Tennessee,Cocke,ARC,Distressed,6.8,"23,306",20.3,119.7,46.4,215.5,160.5,165.2,"2,844",4
47031,Tennessee,Coffee,ARC,Transitional,5.1,"31,783",16.0,90.0,63.3,158.0,127.0,125.0,"1,958",3
47033,Tennessee,Crockett,,Transitional,4.3,"34,369",16.5,74.8,68.4,146.2,130.9,117.3,"1,680",3
47035,Tennessee,Cumberland,ARC,Transitional,5.6,"25,670",12.9,98.5,51.1,195.7,101.9,132.0,"2,169",3
47037,Tennessee,Davidson,,Competitive,5.0,"71,335",14.3,87.2,142.0,70.4,113.5,90.4,720,1
47039,Tennessee,Decatur,,At-Risk,6.6,"30,826",19.3,115.5,61.4,162.9,152.4,143.6,"2,498",4
47041,Tennessee,DeKalb,ARC,Transitional,6.0,"33,195",18.4,104.9,66.1,151.3,145.5,133.9,"2,235",3
47043,Tennessee,Dickson,,Transitional,4.1,"36,647",10.8,72.0,73.0,137.1,85.8,98.3,"1,042",2
47045,Tennessee,Dyer,,Transitional,5.8,"35,761",17.4,101.6,71.2,140.5,137.5,126.5,"2,007",3
47047,Tennessee,Fayette,,Competitive,4.6,"54,323",11.8,81.5,108.1,92.5,93.7,89.2,680,1
47049,Tennessee,Fentress,ARC,At-Risk,4.8,"22,682",20.5,84.9,45.2,221.5,162.6,156.3,"2,735",4
47051,Tennessee,Franklin,ARC,Transitional,5.1,"31,502",14.6,89.1,62.7,159.5,115.4,121.3,"1,844",3
47053,Tennessee,Gibson,,Transitional,5.1,"30,923",14.5,89.5,61.6,162.4,114.9,122.3,"1,869",3
47055,Tennessee,Giles,,Transitional,5.5,"28,083",13.1,96.3,55.9,178.9,103.6,126.3,"1,997",3
47057,Tennessee,Grainger,ARC,Transitional,5.1,"26,685",16.5,90.1,53.1,188.2,130.9,136.4,"2,306",3
47059,Tennessee,Greene,ARC,At-Risk,5.7,"25,444",15.7,100.3,50.7,197.4,124.4,140.7,"2,419",4
47061,Tennessee,Grundy,ARC,At-Risk,6.5,"21,922",17.2,114.7,43.6,229.1,136.2,160.0,"2,786",4
47063,Tennessee,Hamblen,ARC,Transitional,5.0,"30,499",17.2,87.4,60.7,164.7,135.8,129.3,"2,084",3
47065,Tennessee,Hamilton,ARC,Transitional,4.8,"46,731",12.7,83.8,93.0,107.5,100.6,97.3,993,2
47067,Tennessee,Hancock,ARC,Distressed,6.3,"18,162",29.1,110.5,36.2,276.6,230.6,205.9,"3,054",4
47069,Tennessee,Hardeman,,Distressed,6.3,"20,074",16.6,110.7,40.0,250.2,131.7,164.2,"2,838",4
47071,Tennessee,Hardin,,Transitional,5.2,"28,137",17.6,91.8,56.0,178.5,139.0,136.5,"2,309",3
47073,Tennessee,Hawkins,ARC,At-Risk,5.4,"25,618",17.6,94.9,51.0,196.1,139.7,143.5,"2,496",4
47075,Tennessee,Haywood,,At-Risk,6.4,"25,529",20.7,113.5,50.8,196.8,163.9,158.1,"2,762",4
47077,Tennessee,Henderson,,Transitional,5.6,"29,698",16.7,98.1,59.1,169.1,132.4,133.2,"2,218",3
47079,Tennessee,Henry,,Transitional,5.1,"33,095",19.9,89.0,65.9,151.8,157.8,132.9,"2,207",3
47081,Tennessee,Hickman,,Transitional,4.1,"28,096",13.6,72.1,55.9,178.8,107.7,119.5,"1,775",3
47083,Tennessee,Houston,,At-Risk,5.7,"22,625",13.9,100.5,45.0,222.0,110.3,144.3,"2,515",4
47085,Tennessee,Humphreys,,Transitional,4.6,"28,577",11.2,80.9,56.9,175.8,88.6,115.1,"1,607",3
47087,Tennessee,Jackson,ARC,At-Risk,5.6,"23,183",17.0,98.6,46.2,216.7,134.4,149.9,"2,621",4
47089,Tennessee,Jefferson,ARC,Transitional,5.1,"29,422",12.5,89.9,58.6,170.7,99.0,119.9,"1,791",3
47091,Tennessee,Johnson,ARC,At-Risk,4.4,"22,315",22.0,77.7,44.4,225.1,174.3,159.0,"2,773",4
47093,Tennessee,Knox,ARC,Competitive,4.0,"48,076",12.7,70.3,95.7,104.5,100.7,91.8,777,1
47095,Tennessee,Lake,,Distressed,6.5,"15,659",27.8,114.2,31.2,320.8,219.7,218.3,"3,070",4
47097,Tennessee,Lauderdale,,At-Risk,6.7,"24,920",18.6,117.8,49.6,201.6,147.3,155.6,"2,723",4
47099,Tennessee,Lawrence,ARC,Transitional,5.4,"26,732",16.3,94.4,53.2,187.9,129.2,137.2,"2,331",3
47101,Tennessee,Lewis,ARC,At-Risk,5.4,"27,052",20.6,95.3,53.9,185.7,162.9,148.0,"2,579",4
47103,Tennessee,Lincoln,,Transitional,5.3,"34,036",11.1,93.6,67.8,147.6,88.2,109.8,"1,425",2
47105,Tennessee,Loudon,ARC,Transitional,4.3,"45,098",12.2,76.1,89.8,111.4,96.5,94.7,882,2
47107,Tennessee,McMinn,ARC,Transitional,5.4,"28,576",15.9,94.5,56.9,175.8,126.2,132.2,"2,172",3
47109,Tennessee,McNairy,,At-Risk,6.3,"22,150",16.4,111.2,44.1,226.8,130.1,156.0,"2,728",4
47111,Tennessee,Macon,ARC,At-Risk,4.4,"26,042",18.0,77.5,51.8,192.9,142.3,137.5,"2,344",4
47113,Tennessee,Madison,,Transitional,5.2,"35,936",18.7,90.8,71.5,139.8,148.3,126.3,"1,998",3
47115,Tennessee,Marion,ARC,Transitional,5.3,"31,019",16.6,94.2,61.8,161.9,131.4,129.1,"2,082",3
47117,Tennessee,Marshall,,Transitional,5.7,"34,210",15.1,100.3,68.1,146.8,119.7,122.2,"1,866",3
47119,Tennessee,Maury,,Transitional,5.3,"38,805",9.0,93.6,77.3,129.4,71.1,98.0,"1,028",2
47121,Tennessee,Meigs,ARC,At-Risk,6.0,"24,556",15.8,105.8,48.9,204.6,125.1,145.1,"2,534",4
47123,Tennessee,Monroe,ARC,Transitional,5.1,"26,595",16.3,90.3,52.9,188.9,129.0,136.0,"2,291",3
47125,Tennessee,Montgomery,,Transitional,5.3,"36,008",12.1,92.6,71.7,139.5,95.7,109.3,"1,404",2
47127,Tennessee,Moore,,Competitive,3.6,"34,490",8.0,63.8,68.7,145.6,63.2,90.9,742,1
47129,Tennessee,Morgan,ARC,At-Risk,4.9,"25,015",21.8,86.2,49.8,200.8,172.9,153.3,"2,686",4
47131,Tennessee,Obion,,Transitional,5.4,"32,139",17.5,95.4,64.0,156.3,138.4,130.0,"2,110",3
47133,Tennessee,Overton,ARC,Transitional,4.5,"25,879",17.3,79.9,51.5,194.1,137.0,137.0,"2,325",3
47135,Tennessee,Perry,,Distressed,7.2,"22,886",22.2,126.9,45.6,219.5,175.5,174.0,"2,928",4
47137,Tennessee,Pickett,ARC,At-Risk,4.8,"27,628",21.5,85.1,55.0,181.8,170.2,145.7,"2,547",4
47139,Tennessee,Polk,ARC,Transitional,5.0,"24,787",11.6,87.7,49.3,202.6,91.6,127.3,"2,030",3
47141,Tennessee,Putnam,ARC,Transitional,4.5,"33,549",16.3,79.9,66.8,149.7,128.6,119.4,"1,772",3
47143,Tennessee,Rhea,ARC,At-Risk,6.7,"26,801",16.8,117.2,53.4,187.4,132.9,145.8,"2,550",4
47145,Tennessee,Roane,ARC,Transitional,4.8,"33,950",13.7,83.9,67.6,148.0,108.5,113.5,"1,545",2
47147,Tennessee,Robertson,,Transitional,4.1,"38,568",12.1,71.8,76.8,130.2,95.7,99.2,"1,077",2
47149,Tennessee,Rutherford,,Transitional,4.3,"39,770",10.2,75.8,79.2,126.3,80.5,94.2,864,2
47151,Tennessee,Scott,ARC,Distressed,5.9,"21,193",23.2,104.4,42.2,237.0,183.9,175.1,"2,937",4
47153,Tennessee,Sequatchie,ARC,At-Risk,5.4,"28,005",20.1,95.8,55.8,179.4,159.1,144.8,"2,525",4
47155,Tennessee,Sevier,ARC,Transitional,5.6,"35,054",13.8,98.9,69.8,143.3,109.5,117.2,"1,677",3
47157,Tennessee,Shelby,,Transitional,6.8,"45,834",18.6,119.0,91.2,109.6,146.9,125.2,"1,966",3
47159,Tennessee,Smith,ARC,Transitional,4.1,"35,133",14.2,72.3,69.9,143.0,112.6,109.3,"1,405",2
47161,Tennessee,Stewart,,Transitional,5.0,"31,217",13.6,87.3,62.1,160.9,107.6,118.6,"1,744",3
47163,Tennessee,Sullivan,ARC,Transitional,5.0,"35,123",15.6,87.8,69.9,143.0,123.6,118.1,"1,717",3
47165,Tennessee,Sumner,,Competitive,4.1,"47,485",9.8,73.0,94.5,105.8,77.7,85.5,570,1
47167,Tennessee,Tipton,,Transitional,4.9,"35,856",11.3,86.6,71.4,140.1,89.7,105.5,"1,287",2
47169,Tennessee,Trousdale,,Transitional,4.3,"25,768",12.5,75.6,51.3,194.9,99.1,123.2,"1,899",3
47171,Tennessee,Unicoi,ARC,At-Risk,5.9,"25,505",15.4,104.0,50.8,196.9,121.8,140.9,"2,424",4
47173,Tennessee,Union,ARC,Transitional,4.9,"26,011",16.3,87.0,51.8,193.1,129.3,136.4,"2,308",3
47175,Tennessee,Van Buren,ARC,At-Risk,6.0,"20,910",17.3,105.5,41.6,240.2,136.9,160.9,"2,799",4
47177,Tennessee,Warren,ARC,At-Risk,5.9,"26,039",19.1,103.6,51.8,192.9,151.2,149.2,"2,608",4
47179,Tennessee,Washington,ARC,Transitional,4.4,"38,228",15.3,77.7,76.1,131.4,121.5,110.2,"1,439",2
47181,Tennessee,Wayne,,At-Risk,5.2,"21,551",17.8,90.9,42.9,233.1,140.6,154.9,"2,716",4
47183,Tennessee,Weakley,,Transitional,4.5,"30,744",19.3,79.1,61.2,163.4,152.5,131.7,"2,156",3
47185,Tennessee,White,ARC,Transitional,4.9,"25,058",15.9,85.9,49.9,200.5,125.6,137.3,"2,335",3
47187,Tennessee,Williamson,,Attainment,3.2,"99,720",3.9,56.2,198.5,50.4,30.9,45.8,3,1
47189,Tennessee,Wilson,,Competitive,4.1,"47,981",8.4,71.4,95.5,104.7,66.3,80.8,429,1
48001,Texas,Anderson,,Transitional,4.5,"29,116",15.3,78.9,58.0,172.5,121.2,124.2,"1,933",3
48003,Texas,Andrews,,Transitional,5.4,"42,639",12.3,94.6,84.9,117.8,97.2,103.2,"1,207",2
48005,Texas,Angelina,,Transitional,6.0,"29,931",17.3,106.4,59.6,167.8,136.9,137.0,"2,326",3
48007,Texas,Aransas,,At-Risk,6.6,"41,710",22.5,116.8,83.0,120.4,178.3,138.5,"2,363",4
48009,Texas,Archer,,Competitive,4.1,"45,854",11.5,72.1,91.3,109.5,91.0,90.9,743,1
48011,Texas,Armstrong,,Attainment,3.5,"44,517",3.8,61.9,88.6,112.8,30.4,68.4,141,1
48013,Texas,Atascosa,,Transitional,6.1,"32,573",12.5,107.5,64.8,154.2,99.1,120.3,"1,808",3
48015,Texas,Austin,,Transitional,5.2,"43,684",9.4,91.3,87.0,115.0,74.2,93.5,835,2
48017,Texas,Bailey,,Transitional,4.5,"38,034",10.9,78.4,75.7,132.1,86.7,99.1,"1,072",2
48019,Texas,Bandera,,Transitional,4.6,"42,010",12.0,81.1,83.6,119.6,94.9,98.5,"1,051",2
48021,Texas,Bastrop,,Transitional,4.5,"33,263",10.9,79.6,66.2,151.0,86.2,105.6,"1,294",2
48023,Texas,Baylor,,Transitional,3.0,"39,360",15.3,53.1,78.4,127.6,121.3,100.7,"1,125",2
48025,Texas,Bee,,Distressed,7.7,"21,216",17.9,135.0,42.2,236.8,141.7,171.1,"2,903",4
48027,Texas,Bell,,Transitional,5.5,"35,736",14.3,97.5,71.1,140.6,112.9,117.0,"1,667",3
48029,Texas,Bexar,,Transitional,5.4,"39,456",15.1,94.6,78.5,127.3,119.8,113.9,"1,563",3
48031,Texas,Blanco,,Competitive,3.2,"51,616",10.6,56.5,102.8,97.3,84.1,79.3,393,1
48033,Texas,Borden,,Attainment,2.7,"89,713",2.4,48.4,178.6,56.0,18.7,41.0,2,1
48035,Texas,Bosque,,Transitional,4.5,"34,192",14.5,78.9,68.1,146.9,114.6,113.5,"1,546",2
48037,Texas,Bowie,,Transitional,5.9,"32,074",16.4,103.6,63.9,156.6,129.6,129.9,"2,108",3
48039,Texas,Brazoria,,Transitional,6.6,"45,330",7.4,115.6,90.2,110.8,58.3,94.9,890,2
48041,Texas,Brazos,,Transitional,4.0,"38,087",23.6,71.2,75.8,131.9,186.9,130.0,"2,109",3
48043,Texas,Brewster,,Transitional,4.7,"39,850",14.1,82.4,79.3,126.0,111.8,106.8,"1,335",2
48045,Texas,Briscoe,,Transitional,4.3,"42,945",19.3,75.9,85.5,117.0,153.2,115.3,"1,616",3
48047,Texas,Brooks,,Distressed,8.3,"20,786",37.5,146.5,41.4,241.7,297.1,228.4,"3,083",4
48049,Texas,Brown,,Transitional,5.1,"28,586",13.2,90.1,56.9,175.7,104.6,123.5,"1,911",3
48051,Texas,Burleson,,Transitional,4.8,"41,500",13.0,84.9,82.6,121.0,103.1,103.0,"1,197",2
48053,Texas,Burnet,,Competitive,3.7,"44,807",7.2,65.9,89.2,112.1,56.7,78.2,368,1
48055,Texas,Caldwell,,Transitional,4.9,"28,961",13.3,86.7,57.7,173.4,105.4,121.9,"1,857",3
48057,Texas,Calhoun,,Competitive,4.6,"44,205",9.7,81.8,88.0,113.6,77.0,90.8,736,1
48059,Texas,Callahan,,Transitional,4.4,"35,158",8.3,77.2,70.0,142.9,65.6,95.2,905,2
48061,Texas,Cameron,,Distressed,8.0,"22,780",26.3,140.0,45.3,220.5,208.4,189.6,"3,006",4
48063,Texas,Camp,,At-Risk,5.8,"30,456",19.5,103.0,60.6,164.9,154.0,140.6,"2,415",4
48065,Texas,Carson,,Competitive,3.5,"43,578",8.8,62.3,86.8,115.3,70.0,82.5,469,1
48067,Texas,Cass,,At-Risk,6.3,"26,234",18.4,111.1,52.2,191.5,145.3,149.3,"2,610",4
48069,Texas,Castro,,Attainment,3.3,"67,844",11.4,57.7,135.1,74.0,90.4,74.0,252,1
48071,Texas,Chambers,,Transitional,7.4,"50,278",15.0,130.6,100.1,99.9,118.8,116.5,"1,650",3
48073,Texas,Cherokee,,Transitional,6.0,"27,489",14.8,106.5,54.7,182.7,117.1,135.4,"2,278",3
48075,Texas,Childress,,Transitional,3.3,"26,311",13.1,58.8,52.4,190.9,103.8,117.8,"1,704",3
48077,Texas,Clay,,Transitional,4.5,"35,788",10.3,79.3,71.2,140.4,81.9,100.5,"1,119",2
48079,Texas,Cochran,,At-Risk,5.6,"44,273",27.1,99.0,88.1,113.5,214.5,142.3,"2,457",4
48081,Texas,Coke,,Transitional,4.5,"30,122",14.0,78.9,60.0,166.8,111.0,118.9,"1,752",3
48083,Texas,Coleman,,Transitional,5.8,"32,766",17.7,102.3,65.2,153.3,140.2,131.9,"2,164",3
48085,Texas,Collin,,Attainment,4.6,"69,108",6.5,80.3,137.6,72.7,51.3,68.1,134,1
48087,Texas,Collingsworth,,Transitional,3.9,"34,691",20.6,68.1,69.1,144.8,163.2,125.3,"1,971",3
48089,Texas,Colorado,,Competitive,4.5,"40,832",8.9,78.7,81.3,123.0,70.3,90.7,731,1
48091,Texas,Comal,,Attainment,4.5,"53,878",6.7,79.9,107.3,93.2,53.2,75.4,285,1
48093,Texas,Comanche,,Transitional,4.4,"32,965",13.4,78.3,65.6,152.4,106.3,112.3,"1,513",2
48095,Texas,Concho,,Transitional,4.0,"23,368",13.7,69.8,46.5,215.0,108.5,131.1,"2,139",3
48097,Texas,Cooke,,Transitional,5.0,"45,632",14.1,87.5,90.8,110.1,111.8,103.1,"1,202",2
48099,Texas,Coryell,,Transitional,5.4,"25,591",10.8,95.4,50.9,196.3,85.2,125.6,"1,976",3
48101,Texas,Cottle,,Transitional,4.6,"54,487",23.0,81.3,108.5,92.2,182.2,118.6,"1,740",3
48103,Texas,Crane,,Transitional,9.1,"41,756",5.4,161.1,83.1,120.3,43.0,108.1,"1,366",2
48105,Texas,Crockett,,Transitional,6.1,"40,797",7.3,107.9,81.2,123.1,58.0,96.4,952,2
48107,Texas,Crosby,,At-Risk,4.9,"31,510",23.4,87.0,62.7,159.4,184.9,143.8,"2,500",4
48109,Texas,Culberson,,Transitional,5.2,"53,197",28.1,91.5,105.9,94.4,222.8,136.2,"2,299",3
48111,Texas,Dallam,,Competitive,2.4,"58,261",15.0,43.1,116.0,86.2,118.6,82.6,473,1
48113,Texas,Dallas,,Transitional,5.6,"61,025",14.2,99.0,121.5,82.3,112.7,98.0,"1,027",2
48115,Texas,Dawson,,At-Risk,6.5,"30,730",22.5,115.1,61.2,163.5,178.4,152.3,"2,662",4
48117,Texas,Deaf Smith,,Transitional,3.3,"47,059",15.0,58.8,93.7,106.7,118.8,94.8,888,2
48119,Texas,Delta,,Transitional,4.6,"29,920",15.9,80.8,59.6,167.9,125.5,124.7,"1,951",3
48121,Texas,Denton,,Attainment,4.6,"60,482",7.2,81.0,120.4,83.1,57.3,73.8,245,1
48123,Texas,DeWitt,,Transitional,4.5,"49,385",16.1,79.0,98.3,101.7,127.5,102.7,"1,194",2
48125,Texas,Dickens,,Transitional,5.2,"29,469",14.9,90.9,58.7,170.5,118.1,126.5,"2,005",3
48127,Texas,Dimmit,,Distressed,4.7,"34,904",46.5,83.4,69.5,143.9,368.0,198.5,"3,036",4
48129,Texas,Donley,,Transitional,4.0,"33,277",13.1,69.6,66.2,150.9,103.4,108.0,"1,359",2
48131,Texas,Duval,,Distressed,8.3,"26,882",23.6,145.7,53.5,186.9,186.7,173.1,"2,924",4
48133,Texas,Eastland,,Transitional,5.2,"47,334",18.7,91.4,94.2,106.1,148.3,115.3,"1,612",3
48135,Texas,Ector,,Transitional,7.2,"42,109",14.1,127.5,83.8,119.3,111.7,119.5,"1,773",3
48137,Texas,Edwards,,Competitive,3.5,"49,266",13.1,60.9,98.1,102.0,103.7,88.9,672,1
48139,Texas,Ellis,,Competitive,4.5,"42,483",8.2,79.7,84.6,118.2,64.6,87.5,634,1
48141,Texas,El Paso,,At-Risk,6.1,"30,795",19.3,107.8,61.3,163.1,152.6,141.2,"2,428",4
48143,Texas,Erath,,Transitional,4.4,"34,652",16.9,78.2,69.0,145.0,134.1,119.1,"1,757",3
48145,Texas,Falls,,At-Risk,4.9,"27,154",22.9,86.3,54.1,185.0,181.0,150.8,"2,635",4
48147,Texas,Fannin,,Transitional,3.8,"31,020",12.8,67.2,61.8,161.9,101.4,110.2,"1,438",2
48149,Texas,Fayette,,Competitive,3.9,"47,464",9.8,67.9,94.5,105.8,77.9,83.9,512,1
48151,Texas,Fisher,,Transitional,3.9,"39,234",11.0,68.2,78.1,128.0,87.2,94.5,873,2
48153,Texas,Floyd,,Transitional,5.4,"34,621",13.3,95.8,68.9,145.1,105.5,115.5,"1,617",3
48155,Texas,Foard,,Transitional,3.5,"38,222",12.3,61.0,76.1,131.4,97.7,96.7,962,2
48157,Texas,Fort Bend,,Competitive,5.7,"56,997",7.2,100.2,113.5,88.1,56.6,81.7,446,1
48159,Texas,Franklin,,Transitional,4.5,"36,054",8.7,78.5,71.8,139.3,68.8,95.6,922,2
48161,Texas,Freestone,,Transitional,6.8,"29,064",13.3,119.6,57.9,172.8,105.0,132.5,"2,188",3
48163,Texas,Frio,,At-Risk,4.3,"26,203",25.0,76.1,52.2,191.7,197.8,155.2,"2,719",4
48165,Texas,Gaines,,Transitional,4.2,"41,028",14.0,74.2,81.7,122.4,110.5,102.4,"1,185",2
48167,Texas,Galveston,,Transitional,6.5,"47,418",10.8,114.2,94.4,105.9,85.4,101.9,"1,164",2
48169,Texas,Garza,,Transitional,4.8,"24,534",13.8,84.1,48.8,204.7,109.0,132.6,"2,196",3
48171,Texas,Gillespie,,Competitive,3.5,"61,250",11.2,61.5,121.9,82.0,88.6,77.4,343,1
48173,Texas,Glasscock,,Attainment,2.9,"115,689",12.4,51.3,230.3,43.4,98.6,64.4,92,1
48175,Texas,Goliad,,Transitional,5.9,"39,412",10.8,103.5,78.5,127.5,85.3,105.4,"1,285",2
48177,Texas,Gonzales,,Transitional,4.1,"41,792",13.9,72.7,83.2,120.2,109.8,100.9,"1,135",2
48179,Texas,Gray,,Transitional,6.1,"35,396",16.3,107.3,70.5,141.9,128.7,126.0,"1,986",3
48181,Texas,Grayson,,Transitional,4.5,"36,958",12.0,79.3,73.6,135.9,94.7,103.3,"1,215",2
48183,Texas,Gregg,,Transitional,6.2,"36,940",17.3,108.4,73.5,136.0,136.6,127.0,"2,020",3
48185,Texas,Grimes,,At-Risk,6.3,"28,328",16.7,110.1,56.4,177.3,131.9,139.8,"2,398",4
48187,Texas,Guadalupe,,Transitional,4.5,"39,694",9.2,79.4,79.0,126.5,72.5,92.8,808,2
48189,Texas,Hale,,Transitional,5.8,"28,942",17.0,101.3,57.6,173.6,134.8,136.5,"2,312",3
48191,Texas,Hall,,Transitional,5.1,"29,860",17.3,90.2,59.4,168.2,137.3,131.9,"2,163",3
48193,Texas,Hamilton,,Transitional,3.9,"59,484",21.0,68.2,118.4,84.4,166.4,106.3,"1,320",2
48195,Texas,Hansford,,Attainment,2.9,"64,527",9.3,51.8,128.5,77.8,73.9,67.9,128,1
48197,Texas,Hardeman,,Transitional,3.9,"34,641",11.5,68.5,69.0,145.0,90.7,101.4,"1,152",2
48199,Texas,Hardin,,Transitional,7.1,"37,436",11.6,125.6,74.5,134.2,92.1,117.3,"1,681",3
48201,Texas,Harris,,Transitional,6.4,"54,806",15.6,113.2,109.1,91.7,123.7,109.5,"1,411",2
48203,Texas,Harrison,,Transitional,6.2,"33,585",17.0,108.3,66.9,149.6,134.8,130.9,"2,136",3
48205,Texas,Hartley,,Attainment,1.9,"69,395",5.6,33.5,138.2,72.4,44.5,50.1,8,1
48207,Texas,Haskell,,Transitional,3.9,"36,721",12.4,68.0,73.1,136.8,98.0,100.9,"1,140",2
48209,Texas,Hays,,Transitional,4.4,"47,174",13.6,77.4,93.9,106.5,107.5,97.1,984,2
48211,Texas,Hemphill,,Attainment,3.8,"64,248",6.2,66.6,127.9,78.2,49.4,64.7,94,1
48213,Texas,Henderson,,Transitional,5.0,"31,652",17.0,88.6,63.0,158.7,134.6,127.3,"2,029",3
48215,Texas,Hidalgo,,Distressed,9.1,"21,296",28.1,160.4,42.4,235.9,222.8,206.4,"3,055",4
48217,Texas,Hill,,Transitional,4.9,"33,328",12.3,85.9,66.3,150.7,97.7,111.4,"1,483",2
48219,Texas,Hockley,,Transitional,5.6,"36,665",15.8,98.6,73.0,137.0,125.2,120.3,"1,811",3
48221,Texas,Hood,,Competitive,5.1,"45,151",8.6,89.2,89.9,111.3,68.3,89.6,694,1
48223,Texas,Hopkins,,Transitional,4.2,"34,775",12.5,73.4,69.2,144.4,99.1,105.6,"1,297",2
48225,Texas,Houston,,Transitional,4.4,"30,885",19.0,77.6,61.5,162.6,150.4,130.2,"2,115",3
48227,Texas,Howard,,Transitional,5.9,"37,588",16.0,103.6,74.8,133.6,126.6,121.3,"1,841",3
48229,Texas,Hudspeth,,Distressed,6.1,"26,536",27.8,107.1,52.8,189.3,220.3,172.2,"2,915",4
48231,Texas,Hunt,,Transitional,5.1,"33,333",13.6,89.7,66.4,150.7,107.6,116.0,"1,629",3
48233,Texas,Hutchinson,,Transitional,5.9,"35,690",12.6,103.3,71.1,140.7,99.8,114.6,"1,588",3
48235,Texas,Irion,,Competitive,4.4,"66,289",15.0,78.1,132.0,75.8,118.6,90.8,738,1
48237,Texas,Jack,,Transitional,5.2,"31,786",15.5,91.5,63.3,158.0,122.5,124.0,"1,927",3
48239,Texas,Jackson,,Transitional,4.6,"36,634",12.5,80.6,72.9,137.1,99.3,105.7,"1,300",2
48241,Texas,Jasper,,Distressed,9.0,"30,407",24.2,159.0,60.5,165.2,191.6,171.9,"2,909",4
48243,Texas,Jeff Davis,,Transitional,4.1,"43,194",22.0,72.0,86.0,116.3,174.4,120.9,"1,827",3
48245,Texas,Jefferson,,At-Risk,9.3,"32,848",18.2,163.2,65.4,152.9,143.8,153.3,"2,685",4
48247,Texas,Jim Hogg,,Distressed,7.7,"24,507",30.0,136.0,48.8,205.0,237.6,192.8,"3,023",4
48249,Texas,Jim Wells,,Distressed,9.2,"30,854",21.2,162.4,61.4,162.8,168.0,164.4,"2,839",4
48251,Texas,Johnson,,Transitional,4.9,"39,302",10.4,85.4,78.2,127.8,82.4,98.5,"1,052",2
48253,Texas,Jones,,Transitional,5.8,"24,956",12.4,102.5,49.7,201.3,98.5,134.1,"2,240",3
48255,Texas,Karnes,,Transitional,4.7,"57,628",18.2,81.9,114.7,87.2,144.4,104.5,"1,252",2
48257,Texas,Kaufman,,Transitional,4.9,"38,914",10.0,85.5,77.5,129.1,79.3,98.0,"1,021",2
48259,Texas,Kendall,,Attainment,3.9,"83,191",4.8,68.1,165.6,60.4,38.1,55.5,27,1
48261,Texas,Kenedy,,Competitive,4.9,"36,326",1.8,86.6,72.3,138.3,14.1,79.6,405,1
48263,Texas,Kent,,Transitional,3.1,"38,288",13.0,53.9,76.2,131.2,103.2,96.1,940,2
48265,Texas,Kerr,,Transitional,4.4,"45,094",11.6,77.8,89.8,111.4,91.8,93.7,844,2
48267,Texas,Kimble,,Transitional,4.0,"35,321",13.9,71.3,70.3,142.2,109.8,107.8,"1,352",2
48269,Texas,King,,Transitional,1.4,"82,988",29.3,25.0,165.2,60.5,231.6,105.7,"1,304",2
48271,Texas,Kinney,,At-Risk,5.0,"26,798",18.2,88.2,53.3,187.4,143.7,139.8,"2,399",4
